0.000010	1.050818	0.016533	-0.009043	0.008365	7000.000000
0.100000	1.041621	0.013688	-0.008117	0.008101	7000.000000
0.200000	1.014908	0.013160	-0.005448	0.007369	7000.000000
0.300000	0.973120	0.013934	-0.001324	0.006319	7000.000000
0.400000	0.919761	0.012171	0.003843	0.005125	7000.000000
0.500000	0.858707	0.009029	0.009580	0.003941	7000.000000
0.600000	0.793525	0.011007	0.015409	0.002886	7000.000000
0.700000	0.726970	0.010629	0.020898	0.002028	7000.000000
0.800000	0.660789	0.007787	0.025691	0.001394	7000.000000
0.900000	0.595833	0.007947	0.029534	0.000974	7000.000000
1.000000	0.532383	0.008113	0.032280	0.000731	7000.000000
1.100000	0.470549	0.005486	0.033885	0.000619	7000.000000
1.200000	0.410576	0.006226	0.034392	0.000586	7000.000000
1.300000	0.352987	0.005118	0.033911	0.000592	7000.000000
1.400000	0.298534	0.003752	0.032596	0.000606	7000.000000
1.500000	0.248044	0.003812	0.030624	0.000611	7000.000000
1.600000	0.202246	0.002765	0.028177	0.000602	7000.000000
1.700000	0.161648	0.001924	0.025428	0.000579	7000.000000
1.800000	0.126495	0.001325	0.022532	0.000550	7000.000000
1.900000	0.096798	0.001009	0.019621	0.000520	7000.000000
2.000000	0.072378	0.001189	0.016802	0.000494	7000.000000
2.100000	0.052904	0.001526	0.014153	0.000474	7000.000000
2.200000	0.037917	0.001591	0.011731	0.000460	7000.000000
2.300000	0.026834	0.001820	0.009569	0.000450	7000.000000
2.400000	0.018982	0.002107	0.007683	0.000440	7000.000000
2.500000	0.013643	0.002365	0.006072	0.000428	7000.000000
2.600000	0.010124	0.003012	0.004723	0.000412	7000.000000
2.700000	0.007831	0.002816	0.003616	0.000392	7000.000000
2.800000	0.006302	0.002868	0.002724	0.000368	7000.000000
2.900000	0.005224	0.005076	0.002020	0.000340	7000.000000
3.000000	0.004398	0.003452	0.001474	0.000311	7000.000000

0.000010	0.732115	0.006316	-0.002012	0.020613	23.506000
0.100000	0.722243	0.006508	-0.001081	0.018417	23.506000
0.200000	0.693753	0.006131	0.000122	0.015521	23.506000
0.300000	0.649649	0.005521	0.000984	0.013314	23.506000
0.400000	0.593932	0.006036	0.001717	0.011302	23.506000
0.500000	0.530675	0.005786	0.002386	0.009343	23.506000
0.600000	0.463514	0.005225	0.002951	0.007536	23.506000
0.700000	0.395606	0.004748	0.003358	0.006014	23.506000
0.800000	0.329786	0.003579	0.003576	0.004854	23.506000
0.900000	0.268562	0.003432	0.003602	0.004071	23.506000
